timestamp,demand_units,step,capacity_units,processed_units,backlog_units,utilization,cycle_time_min,uph,labor_hours_used,headcount_used,date,dow,hour,is_weekend
2025-01-01 05:00:00,202.52227746593576,pick,168.33370168688148,168.33370168688148,213.3505895677069,0.999999994059419,62.499999257427376,110,1.530306365059774,2,2025-01-01,2,5,False
2025-01-01 05:00:00,211.0586592481559,receive,264.8392241024077,264.03510487408346,0.0,0.9969637419532048,37.27228064649035,140,1.8859650213437031,2,2025-01-01,2,5,False
2025-01-01 05:00:00,164.01569032745337,ship,180.3576156527226,164.01569032745337,0.0,0.9093915376097728,20.46957688048864,150,1.0934379282267697,2,2025-01-01,2,5,False
2025-01-01 06:00:00,188.44655592183267,pack,224.9921971091391,224.9921971091391,66.20423539763846,0.9999999955554014,49.99999955554016,90,2.4999132734358427,3,2025-01-01,2,6,False
2025-01-01 06:00:00,206.9208128828375,pick,151.40784753790453,151.40784753790453,268.86355491263987,0.9999999933953226,62.499999174415336,110,1.3764349651042689,2,2025-01-01,2,6,False
2025-01-01 06:00:00,227.63511621641615,receive,266.73585011899195,227.63511621641615,0.0,0.853410275602087,26.50577067015653,140,1.6259651042175076,2,2025-01-01,2,6,False
2025-01-01 06:00:00,211.47263755359597,ship,160.67190237172483,160.67190237172483,50.80073518187109,0.9999999937761364,24.999999688806827,150,1.0711460086705256,2,2025-01-01,2,6,False
2025-01-01 07:00:00,236.76813955467128,pack,206.5728219911024,206.5728219911024,96.39955296120736,0.9999999951590922,49.99999951590922,90,2.2952535521760984,3,2025-01-01,2,7,False
2025-01-01 07:00:00,256.29472747604063,pick,220.017734529795,220.017734529795,305.1405478588855,0.999999995454912,62.499999431864,110,2.000161204814853,3,2025-01-01,2,7,False
2025-01-01 07:00:00,267.6676074415645,receive,284.4293939542864,267.6676074415645,0.0,0.9410687228181324,33.08015421135994,140,1.9119114680689504,2,2025-01-01,2,7,False
2025-01-01 07:00:00,228.5138560473577,ship,240.61985999976537,240.61985999976537,38.69473122946346,0.9999999958440672,24.99999979220336,150,1.60413238930422,2,2025-01-01,2,7,False
2025-01-01 08:00:00,258.448867674972,pack,190.6841746469229,190.6841746469229,164.16424598925644,0.9999999947557264,49.99999947557264,90,2.118713028091221,3,2025-01-01,2,8,False
2025-01-01 08:00:00,289.5364327571635,pick,205.41908790261,205.41908790261,389.257892713439,0.9999999951319032,62.49999939148792,110,1.867446236683307,2,2025-01-01,2,8,False
2025-01-01 08:00:00,281.8847477248796,receive,208.88047984309532,208.88047984309532,73.00426788178422,0.9999999952125732,37.499999640943,140,1.492003416793514,2,2025-01-01,2,8,False
2025-01-01 08:00:00,238.9752103277147,ship,203.16704128453344,203.16704128453344,74.50290027264472,0.9999999950779418,24.999999753897093,150,1.3544469328672435,2,2025-01-01,2,8,False
2025-01-01 09:00:00,246.45083202141663,pack,208.2971375841572,208.2971375841572,202.31794042651583,0.999999995199166,49.9999995199166,90,2.314412614108273,3,2025-01-01,2,9,False
2025-01-01 09:00:00,230.76489117119368,pick,213.12358702356084,213.12358702356084,406.8991968610718,0.9999999953078867,62.49999941348586,110,1.9374871371461249,2,2025-01-01,2,9,False
2025-01-01 09:00:00,266.9984173812367,receive,227.75830222046088,227.75830222046088,112.24438304256005,0.9999999956093808,37.49999967070356,140,1.6268450042401137,2,2025-01-01,2,9,False
2025-01-01 09:00:00,233.25183180924685,ship,191.11342631869653,191.11342631869653,116.64130576319502,0.9999999947675052,24.99999973837527,150,1.2740895002973804,2,2025-01-01,2,9,False
2025-01-01 10:00:00,420.3613347508286,pack,185.36342108181984,185.36342108181984,437.3158540955245,0.9999999946051924,49.99999946051925,90,2.059593544691403,3,2025-01-01,2,10,False
2025-01-01 10:00:00,489.2658315660983,pick,224.8181781393935,224.8181781393935,671.3468502877765,0.9999999955519612,62.49999944399516,110,2.0438016008690174,3,2025-01-01,2,10,False
2025-01-01 10:00:00,481.8621462335733,receive,264.36110500981965,264.36110500981965,329.74542426631365,0.9999999962172952,37.499999716297154,140,1.888293593725186,2,2025-01-01,2,10,False
2025-01-01 10:00:00,389.8531439990661,ship,190.0074742559252,190.0074742559252,316.486975506336,0.9999999947370491,24.99999973685246,150,1.266716486594725,2,2025-01-01,2,10,False
2025-01-01 11:00:00,394.57877457910695,pack,167.4516217550784,167.4516217550784,664.443006919553,0.999999994028126,49.999999402812605,90,1.8605735543833872,2,2025-01-01,2,11,False
2025-01-01 11:00:00,440.3948847876395,pick,219.1226678279117,219.1226678279117,892.6190672475043,0.9999999954363462,62.49999942954329,110,1.9920242348717043,2,2025-01-01,2,11,False
2025-01-01 11:00:00,472.8211948400222,receive,262.5173706234706,262.5173706234706,540.0492484828652,0.9999999961907284,37.49999971430463,140,1.8751240624881893,2,2025-01-01,2,11,False
2025-01-01 11:00:00,398.2744736565632,ship,191.14169950391783,191.14169950391783,523.6197496589814,0.9999999947682792,24.99999973841397,150,1.274277988197599,2,2025-01-01,2,11,False
2025-01-01 12:00:00,378.70576004405103,pack,246.2448293568667,246.2448293568667,796.9039376067373,0.999999995939001,49.99999959390011,90,2.7360536291201454,3,2025-01-01,2,12,False
2025-01-01 12:00:00,395.50435392683295,pick,226.05712165161825,226.05712165161825,1062.066299522719,0.9999999955763392,62.499999447042434,110,2.055064723605032,3,2025-01-01,2,12,False
2025-01-01 12:00:00,415.4220529695879,receive,290.32450960052284,290.32450960052284,665.1467918519304,0.9999999965555784,37.49999974166839,140,2.073746482334117,3,2025-01-01,2,12,False
2025-01-01 12:00:00,332.2151389259532,ship,232.187084007117,232.187084007117,623.6478045778176,0.9999999956931284,24.999999784656417,150,1.547913883061354,2,2025-01-01,2,12,False
2025-01-01 13:00:00,400.95233247153527,pack,178.4622007478586,178.4622007478586,1019.394069330414,0.9999999943965726,49.99999943965727,90,1.982913319610503,2,2025-01-01,2,13,False
2025-01-01 13:00:00,413.71692815599846,pick,227.08387708587023,227.08387708587023,1248.6993505928472,0.9999999955963408,62.49999944954262,110,2.064398863831558,3,2025-01-01,2,13,False
2025-01-01 13:00:00,452.407594840758,receive,193.43812043164013,193.43812043164013,924.1162662610482,0.9999999948303882,37.49999961227912,140,1.3817008503567092,2,2025-01-01,2,13,False
2025-01-01 13:00:00,396.1875597581028,ship,264.4062536094226,264.4062536094226,755.4291107264978,0.9999999962179412,24.999999810897062,150,1.762708345644762,2,2025-01-01,2,13,False
2025-01-01 14:00:00,383.3105027234081,pack,173.7999009565151,173.7999009565151,1228.9046710973068,0.9999999942462569,49.99999942462569,90,1.931109989171168,2,2025-01-01,2,14,False
2025-01-01 14:00:00,456.9549040829592,pick,222.5981000289216,222.5981000289216,1483.0561546468848,0.9999999955075988,62.49999943844984,110,2.0236190727754777,3,2025-01-01,2,14,False
2025-01-01 14:00:00,465.0438599157104,receive,227.8456138976314,227.8456138976314,1161.314512279127,0.9999999956110632,37.49999967082975,140,1.627468659072591,2,2025-01-01,2,14,False
2025-01-01 14:00:00,376.4785129455468,ship,272.6307601691746,272.6307601691746,859.2768635028699,0.9999999963320352,24.99999981660177,150,1.8175383890109085,2,2025-01-01,2,14,False
2025-01-01 15:00:00,523.2244421648901,pack,221.45867197915,221.45867197915,1530.6704412830468,0.9999999954844848,49.99999954844849,90,2.460651883538868,3,2025-01-01,2,15,False
2025-01-01 15:00:00,510.035202361185,pick,204.29066347506307,204.29066347506307,1788.8006935330068,0.9999999951050136,62.49999938812672,110,1.8571878328897748,2,2025-01-01,2,15,False
2025-01-01 15:00:00,539.0347085281721,receive,280.9165088399369,280.9165088399369,1419.432711967362,0.9999999964402236,37.499999733016764,140,2.0065464773813604,3,2025-01-01,2,15,False
2025-01-01 15:00:00,466.4463447415936,ship,200.25617301382917,200.25617301382917,1125.4670352306343,0.999999995006396,24.99999975031981,150,1.3350411445252532,2,2025-01-01,2,15,False
2025-01-01 16:00:00,438.42475970348994,pack,189.024100901466,189.024100901466,1780.0711000850708,0.9999999947096694,49.99999947096694,90,2.100267764457758,3,2025-01-01,2,16,False
2025-01-01 16:00:00,501.4258471966892,pick,168.64633360458484,168.64633360458484,2121.580207125111,0.9999999940704316,62.49999925880394,110,1.5331484733766942,2,2025-01-01,2,16,False
2025-01-01 16:00:00,504.2513916164625,receive,265.7014939982995,265.7014939982995,1657.982609585525,0.999999996236378,37.49999971772836,140,1.8978678007173693,2,2025-01-01,2,16,False
2025-01-01 16:00:00,451.34328627205946,ship,243.5749271550892,243.5749271550892,1333.2353943476046,0.9999999958944872,24.999999794724364,150,1.6238328368750423,2,2025-01-01,2,16,False
2025-01-01 17:00:00,385.6915795576485,pack,189.23560173070376,189.23560173070376,1976.527077912016,0.999999994715582,49.99999947155821,90,2.1026177736454,3,2025-01-01,2,17,False
2025-01-01 17:00:00,386.0056643320741,pick,195.18958603922985,195.18958603922985,2312.396285417956,0.999999994876776,62.499999359597005,110,1.774450766043446,2,2025-01-01,2,17,False
2025-01-01 17:00:00,401.5517924260667,receive,223.61089491841125,223.61089491841125,1835.9235070931804,0.999999995527946,37.49999966459596,140,1.597220666579933,2,2025-01-01,2,17,False
2025-01-01 17:00:00,339.3197102049575,ship,228.88497833007096,228.88497833007096,1443.6701262224913,0.9999999956309934,24.99999978154968,150,1.5258998453611408,2,2025-01-01,2,17,False
2025-01-01 18:00:00,457.077831461076,pack,180.3728784385809,180.3728784385809,2253.232030934511,0.9999999944559292,49.99999944559293,90,2.0041430714937536,3,2025-01-01,2,18,False
2025-01-01 18:00:00,464.93408605289017,pick,242.78007548935292,242.78007548935292,2534.5502959814926,0.9999999958810458,62.49999948513074,110,2.207091575293285,3,2025-01-01,2,18,False
2025-01-01 18:00:00,503.29909350799625,receive,258.5969940015007,258.5969940015007,2080.625606599676,0.9999999961329792,37.49999970997344,140,1.8471213725312807,2,2025-01-01,2,18,False
2025-01-01 18:00:00,445.4653752415983,ship,189.68164205552404,189.68164205552404,1699.4538594085654,0.9999999947280086,24.999999736400436,150,1.2645442719398652,2,2025-01-01,2,18,False
2025-01-01 19:00:00,429.8347270907623,pack,250.44196910720032,250.44196910720032,2432.624788918073,0.999999996007059,49.99999960070591,90,2.782688514716798,3,2025-01-01,2,19,False
2025-01-01 19:00:00,446.3623261239538,pick,177.59113434777242,177.59113434777242,2803.321487757674,0.9999999943690884,62.49999929613605,110,1.614464843030069,2,2025-01-01,2,19,False
2025-01-01 19:00:00,468.72723882970456,receive,264.58948672284026,264.58948672284026,2284.76335870654,0.9999999962205603,37.49999971654203,140,1.8899248916636813,2,2025-01-01,2,19,False
2025-01-01 19:00:00,374.3175689655217,ship,220.7580751979652,220.7580751979652,1853.0133531761217,0.9999999954701544,24.99999977350772,150,1.471720491508298,2,2025-01-01,2,19,False
2025-01-01 20:00:00,227.21832730905777,pack,162.380025793128,162.380025793128,2497.463090434003,0.9999999938416072,49.99999938416071,90,1.8042224887656169,2,2025-01-01,2,20,False
2025-01-01 20:00:00,221.3918900787897,pick,159.01820709880462,159.01820709880462,2865.6951707376597,0.999999993711412,62.49999921392651,110,1.445620051392587,2,2025-01-01,2,20,False
2025-01-01 20:00:00,244.7307974919686,receive,257.1503547416545,257.1503547416545,2272.343801456854,0.9999999961112244,37.49999970834183,140,1.836788235034759,2,2025-01-01,2,20,False
2025-01-01 20:00:00,195.63867964219256,ship,279.30471252141064,279.30471252141064,1769.347320296904,0.999999996419681,24.99999982098405,150,1.8620314043958617,2,2025-01-01,2,20,False
2025-01-01 21:00:00,277.87079006089783,pack,188.58114722287547,188.58114722287547,2586.752733272025,0.999999994697243,49.9999994697243,90,2.095346056972549,3,2025-01-01,2,21,False
2025-01-01 21:00:00,269.882958051504,pick,172.24570985447795,172.24570985447795,2963.3324189346854,0.9999999941943402,62.49999927429253,110,1.5658700753509809,2,2025-01-01,2,21,False
2025-01-01 21:00:00,278.5565025820728,receive,228.12444402834447,228.12444402834447,2322.7758600105826,0.9999999956164276,37.49999967123208,140,1.6294603028491728,2,2025-01-01,2,21,False
2025-01-01 21:00:00,239.37601302778307,ship,222.89752861622551,222.89752861622551,1785.8258047084614,0.9999999955136336,24.999999775681687,150,1.4859835142016131,2,2025-01-01,2,21,False
2025-01-01 22:00:00,273.20541486093083,pack,228.77198585650035,228.77198585650035,2631.1861622764554,0.9999999956288356,49.99999956288355,90,2.5419109257176604,3,2025-01-01,2,22,False
2025-01-01 22:00:00,249.3586266836212,pick,232.37383167385917,232.37383167385917,2980.317213944448,0.9999999956965896,62.499999462073696,110,2.112489359648816,3,2025-01-01,2,22,False
2025-01-01 22:00:00,289.56373746551867,receive,281.5844139907343,281.5844139907343,2330.755183485367,0.9999999964486672,37.49999973365004,140,2.0113172284244074,3,2025-01-01,2,22,False
2025-01-01 22:00:00,243.50889633408144,ship,222.2776407696,222.2776407696,1807.0570602729424,0.999999995501122,24.9999997750561,150,1.481850928584994,2,2025-01-01,2,22,False
2025-01-01 23:00:00,243.91357135282232,pack,210.38772031407007,210.38772031407007,2664.7120133152075,0.9999999952468708,49.99999952468709,90,2.337641310849209,3,2025-01-01,2,23,False
2025-01-01 23:00:00,258.2393880499114,pick,177.55843192100855,177.55843192100855,3060.9981700733506,0.9999999943680512,62.4999992960064,110,1.6141675482440092,2,2025-01-01,2,23,False
2025-01-01 23:00:00,286.9461031268002,receive,194.72474283677653,194.72474283677653,2422.976543775391,0.9999999948645458,37.49999961484095,140,1.3908910103277536,2,2025-01-01,2,23,False
2025-01-01 23:00:00,226.6906600601854,ship,304.83164310444334,304.83164310444334,1728.9160772286846,0.9999999967195008,24.99999983597504,150,2.0322109404815496,3,2025-01-01,2,23,False
2025-01-02 00:00:00,189.78825816810968,pack,216.80860285859228,216.80860285859228,2637.691668624725,0.999999995387637,49.9999995387637,90,2.408984449440087,3,2025-01-02,3,0,False
2025-01-02 00:00:00,198.10103460519983,pick,223.73344690619743,223.73344690619743,3035.365757772353,0.9999999955303956,62.49999944129947,110,2.033940407929609,3,2025-01-02,3,0,False
2025-01-02 00:00:00,192.37643201232456,receive,279.0915233184247,279.0915233184247,2336.261452469291,0.999999996416946,37.49999973127096,140,1.9935108666065275,2,2025-01-02,3,0,False
2025-01-02 00:00:00,159.5711152192381,ship,283.89201235676046,283.89201235676046,1604.595180091162,0.999999996477534,24.9999998238767,150,1.8926134030943136,2,2025-01-02,3,0,False
2025-01-02 01:00:00,186.6763662094629,pack,200.529845761186,200.529845761186,2623.838189073002,0.9999999950132112,49.99999950132113,90,2.2281093725897403,3,2025-01-02,3,1,False
2025-01-02 01:00:00,194.97275456639156,pick,199.93597065813069,199.93597065813069,3030.402541680613,0.9999999949983988,62.499999374799856,110,1.8175997167321,2,2025-01-02,3,1,False
2025-01-02 01:00:00,203.5065401071245,receive,291.40682766060763,291.40682766060763,2248.361164915808,0.9999999965683716,37.49999974262786,140,2.0814773255652166,3,2025-01-02,3,1,False
2025-01-02 01:00:00,183.37463293630108,ship,281.837867843711,281.837867843711,1506.131945183752,0.9999999964518608,24.99999982259304,150,1.8789191064319464,2,2025-01-02,3,1,False
2025-01-02 02:00:00,187.80990634881104,pack,162.99673994392924,162.99673994392924,2648.651355477884,0.999999993864908,49.99999938649081,90,1.8110748681428264,2,2025-01-02,3,2,False
2025-01-02 02:00:00,205.32467506656607,pick,131.61021958190616,131.61021958190616,3104.116997165273,0.999999992401806,62.49999905022574,110,1.196456530776815,2,2025-01-02,3,2,False
2025-01-02 02:00:00,216.9565320594748,receive,208.9358728889196,208.9358728889196,2256.381824086363,0.9999999952138424,37.499999641038194,140,1.4923990814037178,2,2025-01-02,3,2,False
2025-01-02 02:00:00,177.90508767498542,ship,235.7809849747109,235.7809849747109,1448.2560478840269,0.999999995758776,24.9999997879388,150,1.5718732226855847,2,2025-01-02,3,2,False
2025-01-02 03:00:00,200.67540312869636,pack,157.25900806542933,157.25900806542933,2692.067750541151,0.9999999936410638,49.99999936410639,90,1.7473222924234115,2,2025-01-02,3,3,False
2025-01-02 03:00:00,224.2225058792527,pick,170.46407809574907,170.46407809574907,3157.875424948777,0.9999999941336616,62.49999926670768,110,1.5496734231461422,2,2025-01-02,3,3,False
2025-01-02 03:00:00,230.48644766956957,receive,244.09502995136225,244.09502995136225,2242.77324180457,0.999999995903235,37.49999969274263,140,1.7435359157701882,2,2025-01-02,3,3,False
2025-01-02 03:00:00,196.16014886148903,ship,261.11725035265755,261.11725035265755,1383.2989463928582,0.9999999961703028,24.999999808515145,150,1.740781657412506,2,2025-01-02,3,3,False
2025-01-02 04:00:00,188.66347306585035,pack,182.1695397330504,182.1695397330504,2698.56168387395,0.9999999945106082,49.99999945106082,90,2.024105974543827,3,2025-01-02,3,4,False
2025-01-02 04:00:00,187.2512621240433,pick,234.01159873430257,234.01159873430257,3111.1150883385185,0.9999999957267076,62.499999465838464,110,2.12737815097204,3,2025-01-02,3,4,False
2025-01-02 04:00:00,199.9373410052489,receive,226.1773405872645,226.1773405872645,2216.5332422225542,0.9999999955786908,37.499999668401806,140,1.6155524212265149,2,2025-01-02,3,4,False
2025-01-02 04:00:00,166.62319211575232,ship,255.8286365991972,255.8286365991972,1294.0935019094134,0.9999999960911334,24.99999980455668,150,1.7055242326244864,2,2025-01-02,3,4,False
2025-01-02 05:00:00,190.48873826011825,pack,203.01403780939577,203.01403780939577,2686.036384324673,0.9999999950742324,49.99999950742324,90,2.255711506152048,3,2025-01-02,3,5,False
2025-01-02 05:00:00,172.50072931711216,pick,233.02272973577723,233.02272973577723,3050.593087919853,0.9999999957085732,62.499999463571655,110,2.118388432885353,3,2025-01-02,3,5,False
2025-01-02 05:00:00,206.10116149005984,receive,241.7688609669393,241.7688609669393,2180.8655427456747,0.999999995863818,37.49999968978636,140,1.7269204231429918,2,2025-01-02,3,5,False
2025-01-02 05:00:00,176.8777506682248,ship,258.0528829888407,258.0528829888407,1212.9183695887973,0.9999999961248254,24.99999980624127,150,1.720352541789921,2,2025-01-02,3,5,False
2025-01-02 06:00:00,167.14240436181132,pack,204.2028324002352,204.2028324002352,2648.975956286249,0.9999999951029084,49.999999510290834,90,2.268920334792387,3,2025-01-02,3,6,False
2025-01-02 06:00:00,171.96220363111163,pick,178.61584635498332,178.61584635498332,3043.939445195981,0.9999999944013926,62.49999930017409,110,1.6237804066472992,2,2025-01-02,3,6,False
2025-01-02 06:00:00,186.7669655458734,receive,335.6778318328825,335.6778318328825,2031.9546764586655,0.9999999970209532,37.499999776571485,140,2.397698781679884,3,2025-01-02,3,6,False
2025-01-02 06:00:00,161.52445103070372,ship,265.87352181250446,265.87352181250446,1108.5692988069964,0.9999999962388132,24.99999981194066,150,1.7724901336000956,2,2025-01-02,3,6,False
2025-01-02 07:00:00,176.58133721992348,pack,190.46404130212443,190.46404130212443,2635.0932522040484,0.9999999947496652,49.99999947496653,90,2.1162671020650814,3,2025-01-02,3,7,False
2025-01-02 07:00:00,168.13222889386995,pick,136.57353504300494,136.57353504300494,3075.4981390468465,0.9999999926779372,62.49999908474216,110,1.241577580012976,2,2025-01-02,3,7,False
2025-01-02 07:00:00,184.8796608943059,receive,214.7150600322406,214.7150600322406,2002.1192773207308,0.9999999953426648,37.49999965069986,140,1.53367898927544,2,2025-01-02,3,7,False
2025-01-02 07:00:00,161.79290683367077,ship,235.88179463708843,235.88179463708843,1034.4804110035786,0.9999999957605884,24.999999788029427,150,1.5725452870969543,2,2025-01-02,3,7,False
2025-01-02 08:00:00,181.9713819444553,pack,186.406437434238,186.406437434238,2630.6581967142656,0.9999999946353784,49.999999463537854,90,2.07118261514506,3,2025-01-02,3,8,False
2025-01-02 08:00:00,219.61718807313792,pick,228.17898896499813,228.17898896499813,3066.9363381549865,0.9999999956174755,62.49999945218445,110,2.074354426278579,3,2025-01-02,3,8,False
2025-01-02 08:00:00,227.06304227027815,receive,268.38453858941216,268.38453858941216,1960.797781001597,0.9999999962740028,37.49999972055022,140,1.9170324048027123,2,2025-01-02,3,8,False
2025-01-02 08:00:00,198.0256344799097,ship,175.48225830859712,175.48225830859712,1057.0237871748914,0.9999999943014184,24.999999715070917,150,1.1698817142581028,2,2025-01-02,3,8,False
2025-01-02 09:00:00,237.92562711656308,pack,214.3985916994584,214.3985916994584,2654.1852321313704,0.9999999953357904,49.99999953357904,90,2.3822065479694654,3,2025-01-02,3,9,False
2025-01-02 09:00:00,211.9020124121216,pick,218.8091679655404,218.8091679655404,3060.029182601568,0.9999999954298076,62.49999942872597,110,1.9891742361487832,2,2025-01-02,3,9,False
2025-01-02 09:00:00,238.4810405999873,receive,252.67953064602744,252.67953064602744,1946.5992909555569,0.9999999960424178,37.49999970318135,140,1.8048537774369544,2,2025-01-02,3,9,False
2025-01-02 09:00:00,211.0728800085375,ship,278.1502711291595,278.1502711291595,989.9463960542696,0.9999999964048212,24.99999982024105,150,1.854335128498829,2,2025-01-02,3,9,False
2025-01-02 10:00:00,364.8562444813029,pack,205.27414761321427,205.27414761321427,2813.767328999459,0.999999995128466,49.9999995128466,90,2.2808238370265603,3,2025-01-02,3,10,False
2025-01-02 10:00:00,371.92052256675805,pick,220.10778738339508,220.10778738339508,3211.8419177849305,0.9999999954567714,62.49999943209643,110,2.0009798671128656,3,2025-01-02,3,10,False
2025-01-02 10:00:00,387.19160525836696,receive,241.42291682998052,241.42291682998052,2092.367979383943,0.9999999958578912,37.49999968934185,140,1.7244493936109369,2,2025-01-02,3,10,False
2025-01-02 10:00:00,336.1263173246184,ship,292.8853918731069,292.8853918731069,1033.1873215057808,0.9999999965856952,24.999999829284768,150,1.9525692661369176,2,2025-01-02,3,10,False
2025-01-02 11:00:00,394.69109997250257,pack,156.49630021587666,156.49630021587666,3051.962128756085,0.9999999936100726,49.99999936100727,90,1.7388477608558768,2,2025-01-02,3,11,False
2025-01-02 11:00:00,435.72557561975,pick,231.96958251584385,231.96958251584385,3415.597910888837,0.99999999568909,62.49999946113627,110,2.1088143673366315,3,2025-01-02,3,11,False
2025-01-02 11:00:00,429.1377830177889,receive,300.08581728349765,300.08581728349765,2221.419945118234,0.99999999666762,37.4999997500715,140,2.143470108143054,3,2025-01-02,3,11,False
2025-01-02 11:00:00,368.3352679604901,ship,243.62296195576377,243.62296195576377,1157.8996275105071,0.9999999958952966,24.99999979476484,150,1.6241530688774046,2,2025-01-02,3,11,False
2025-01-02 12:00:00,346.19065028167324,pack,171.2690167560089,171.2690167560089,3226.883762281749,0.9999999941612324,49.999999416123245,90,1.902989053922443,2,2025-01-02,3,12,False
2025-01-02 12:00:00,413.8264846432208,pick,203.67195520143704,203.67195520143704,3625.7524403306206,0.999999995090144,62.499999386268,110,1.8515632122715804,2,2025-01-02,3,12,False
2025-01-02 12:00:00,404.1038049768577,receive,160.62902442656645,160.62902442656645,2464.894725668525,0.9999999937744752,37.49999953308564,140,1.1473501662801162,2,2025-01-02,3,12,False
2025-01-02 12:00:00,334.6586600157033,ship,319.462922682735,319.462922682735,1173.0953648434752,0.9999999968697464,24.99999984348732,150,2.129752803686548,3,2025-01-02,3,12,False
2025-01-02 13:00:00,343.0191621456573,pack,214.78647518605257,214.78647518605257,3355.116449241354,0.9999999953442134,49.99999953442134,90,2.386516364439291,3,2025-01-02,3,13,False
2025-01-02 13:00:00,351.0329951272307,pick,214.5917053376839,214.5917053376839,3762.193730120168,0.9999999953399876,62.49999941749847,110,1.950833667153184,2,2025-01-02,3,13,False
2025-01-02 13:00:00,364.8403295704001,receive,314.33656892053307,314.33656892053307,2515.3984863183923,0.9999999968186966,37.49999976140224,140,2.2452611905376565,3,2025-01-02,3,13,False
2025-01-02 13:00:00,262.4545404197005,ship,260.1039095966933,260.1039095966933,1175.4459956664823,0.9999999961553828,24.999999807769136,150,1.7340260524177815,2,2025-01-02,3,13,False
2025-01-02 14:00:00,322.59179091134047,pack,113.73677092172122,113.73677092172122,3563.971469230973,0.9999999912077688,49.99999912077688,90,1.2637418850886593,2,2025-01-02,3,14,False
